Date,Open,High,Low,Close,Volume,Price_Direction,RSI_14,MACD_12_26_9,MACDs_12_26_9,SMA_7,SMA_30,Volume_Change,Log_Volume,Volume_Diff,Volume_Shock,Volatility_30,Returns_Lag_1,Returns_Lag_2,Returns_Lag_3,Volume_Change_Lag_1,Volume_Change_Lag_2,Volume_Diff_Lag_1,Volume_Diff_Lag_2,Volume_Diff_Lag_3,Volume_Diff_Lag_4,Outlier,Log_Returns
2021-02-02 17:00:00,0.0,0.0,0.0,0.0,0.40053078769755046,0.0,1.0,0.580090732125578,0.55775829163731,0.0,0.0,0.12985186804534343,0.7961297816192494,0.5192159124695307,0.0,0.48732937845473895,0.7689185059099621,0.7689185059099621,0.7689185059099621,0.12985186804534343,0.12985186804534343,0.5192159124695307,0.5192159124695307,0.5192159124695307,0.5192159124695307,1,0.03509118359034364
2021-02-03 17:00:00,0.01210630802342294,0.011632775993762667,0.01837704209031027,0.011317244303823248,0.5555300990001981,1.0,1.0,0.5881920596442388,0.5596384476955504,0.0,0.0,0.12985186804534343,0.868582676057104,0.5856540502767262,0.0,0.48732937845473895,0.7689185059099621,0.7689185059099621,0.7689185059099621,0.12985186804534343,0.12985186804534343,0.5192159124695307,0.5192159124695307,0.5192159124695307,0.5192159124695307,-1,0.03509118359034364
2021-02-04 17:00:00,0.024661058450828388,0.01252763161499737,0.025548615752105097,0.013128042511841465,0.20173665805822752,1.0,1.0,0.5957431711545821,0.5628950344713657,0.0,0.0,0.029561616598854104,0.6468625299443316,0.31590210787464496,0.0,0.48732937845473895,0.7689185059099621,0.7689185059099621,0.7689185059099621,0.12985186804534343,0.12985186804534343,0.5856540502767262,0.5192159124695307,0.5192159124695307,0.5192159124695307,1,0.005502174764967909
2021-02-07 17:00:00,0.02421260713754053,0.01029050856555691,0.015687701587882796,0.00588494747828483,0.4792586542442627,0.0,0.5238298431958918,0.5962960171709591,0.5656286083932951,0.0,0.0,0.22232280303806376,0.8357989090147626,0.6924675304603146,0.0,0.48732937845473895,0.5574077071282573,0.7689185059099621,0.7689185059099621,0.029561616598854104,0.12985186804534343,0.31590210787464496,0.5856540502767262,0.5192159124695307,0.5192159124695307,-1,-0.02219240561115835
2021-02-08 17:00:00,0.01748688458210279,0.017896586011786952,0.017480611333830054,0.020823768638441265,0.31747322033956055,1.0,0.744147423019676,0.60723827735317,0.5703549472303123,0.0,0.0,0.05908661637011725,0.7450804571557832,0.43602855255760903,0.0,0.48732937845473895,0.35943883119027753,0.5574077071282573,0.7689185059099621,0.22232280303806376,0.029561616598854104,0.6924675304603146,0.31590210787464496,0.5856540502767262,0.5192159124695307,1,0.04524418466343449
2021-02-16 17:00:00,0.039457625663289864,0.037582863448553605,0.04392565655943509,0.03576260935830089,0.23701962896712545,1.0,0.8292356455818263,0.6261957078186808,0.5785356586868008,0.0,0.0,0.06764371750239434,0.6815309962315128,0.46094207986121316,0.0,0.48732937845473895,0.8414950960781084,0.35943883119027753,0.5574077071282573,0.05908661637011725,0.22232280303806376,0.43602855255760903,0.6924675304603146,0.31590210787464496,0.5856540502767262,1,0.04328550559345279
2021-02-17 17:00:00,0.047080134252739936,0.03445095224646966,0.047063176200257795,0.03712067867475971,0.3125130068244926,1.0,0.8346202248752069,0.6414951419791628,0.5886309204709753,0.0,0.0,0.12254751077507721,0.7416364251661975,0.5743316231875936,0.0,0.48732937845473895,0.8274938912018726,0.8414950960781084,0.35943883119027753,0.06764371750239434,0.05908661637011725,0.46094207986121316,0.43602855255760903,0.6924675304603146,0.31590210787464496,1,0.003843679779752375
2021-02-18 17:00:00,0.043941421299189265,0.033108684184899706,0.04437383610035017,0.02987756408149983,0.39927154005135285,0.0,0.671643989826972,0.6475972071719703,0.5981232971639399,0.004481500747105016,0.0,0.11896715191612951,0.7954354959577916,0.5685487942941043,0.0,0.48732937845473895,0.5455523049696844,0.8274938912018726,0.8414950960781084,0.12254751077507721,0.06764371750239434,0.5743316231875936,0.46094207986121316,0.43602855255760903,0.6924675304603146,1,-0.020672715644586587
2021-02-21 17:00:00,0.040802805009858945,0.030871675829793555,0.04482210863499975,0.030783021864618676,0.2805655977468948,1.0,0.6782852543338693,0.6522568851286975,0.6067986165599362,0.0074012801656587746,0.0,0.06317680548699978,0.7181090202578826,0.44830877910301153,0.0,0.48732937845473895,0.37030201490241577,0.5455523049696844,0.8274938912018726,0.11896715191612951,0.12254751077507721,0.5685487942941043,0.5743316231875936,0.46094207986121316,0.43602855255760903,1,0.0026077787516343913
2021-02-22 17:00:00,0.03945764084263759,0.028634574925873513,0.03809876970166565,0.024898015707224108,0.25258174470909506,0.0,0.5658656763433939,0.6508725053516499,0.6134175852235939,0.009166723410115818,0.0,0.08254863977212738,0.6952884961986827,0.4982898592864108,0.0,0.48732937845473895,0.536717726724259,0.37030201490241577,0.5455523049696844,0.06317680548699978,0.11896715191612951,0.44830877910301153,0.5685487942941043,0.5743316231875936,0.46094207986121316,1,-0.017072030545896906
2021-02-23 17:00:00,0.03811252718729191,0.026397524883487733,0.03944348750743348,0.024445365054477697,0.24428211754639745,0.0,0.5577914276730214,0.6486572223293445,0.6181986372795332,0.011950702887405018,0.0,0.08899752204663822,0.6880550358363551,0.5125829457660758,0.0,0.48732937845473895,0.3960407541038484,0.536717726724259,0.37030201490241577,0.08254863977212738,0.06317680548699978,0.4982898592864108,0.44830877910301153,0.5685487942941043,0.5743316231875936,1,-0.0013252614709265344
2021-02-24 17:00:00,0.0385608887252758,0.025502680963247648,0.03765058284703293,0.028066883231701145,0.14515488357162928,1.0,0.5934116411709414,0.6487326420300484,0.6220409823281234,0.013037137623935713,0.0,0.05335125119292024,0.5771212269181296,0.41749139557382786,0.0,0.48732937845473895,0.508603216906647,0.3960407541038484,0.536717726724259,0.08899752204663822,0.08254863977212738,0.5125829457660758,0.4982898592864108,0.44830877910301153,0.5685487942941043,1,0.010554145565168952
