Date,Open,High,Low,Close,Volume
2021-06-18 00:00:00+07:00,43198.53176299702,43770.352943465994,42990.59678828104,43562.41796875,3154597
2021-06-21 00:00:00+07:00,43458.45394969635,44862.01514104378,43250.51895838562,44498.12890625,7283590
2021-06-22 00:00:00+07:00,44758.050319030684,45017.969073695465,44394.1640625,44394.1640625,5995835
2021-06-23 00:00:00+07:00,44342.17717653061,44498.12841830357,43718.37220943878,44134.2421875,5676450
2021-06-24 00:00:00+07:00,43822.33456659592,44134.23701357704,43614.399601941834,44030.26953125,4029342
2021-06-25 00:00:00+07:00,44030.27268183393,44394.15889601643,43770.35395741786,44290.19140625,2944534
2021-06-28 00:00:00+07:00,44758.04435100583,44758.04435100583,44394.15814299563,44550.109375,3392401
2021-06-29 00:00:00+07:00,45017.96568461067,46265.57931905541,44862.014443552274,46057.640625,10168993
2021-06-30 00:00:00+07:00,46265.57550835508,46317.55925109287,45745.734375,45745.734375,3968443
2021-07-01 00:00:00+07:00,45797.723955361,46213.59765625,45745.740205997085,46213.59765625,3102765
2021-07-02 00:00:00+07:00,46421.53191310123,48085.01186620741,46213.596918962954,47773.109375,7133205
2021-07-05 00:00:00+07:00,49384.602709304454,49384.602709304454,47305.25288877497,48188.9765625,11566848
2021-07-06 00:00:00+07:00,48085.00808824311,48344.92681049454,45225.8984375,45225.8984375,6398623
2021-07-07 00:00:00+07:00,45225.90106986285,47305.254674879936,44186.22612034309,47045.3359375,10987711
2021-07-08 00:00:00+07:00,46993.351700355925,47045.33544729024,46265.57924327544,46681.44921875,4703189
2021-07-09 00:00:00+07:00,46577.48499941108,47825.095013545295,46161.61499469967,46629.46875,7344546
2021-07-12 00:00:00+07:00,46161.607719420615,46629.461400985085,43458.449408848704,44758.04296875,13458281
2021-07-13 00:00:00+07:00,45173.914693049715,45381.84967085086,44186.22354849427,45225.8984375,4808092
2021-07-14 00:00:00+07:00,45537.80128344715,45537.80128344715,44030.27268183393,44290.19140625,4758269
2021-07-15 00:00:00+07:00,44030.27780596931,45017.969073695465,44030.27780596931,44394.1640625,4990780
2021-07-16 00:00:00+07:00,44654.079866270775,45745.738563722305,44446.14487628001,45121.93359375,4354019
2021-07-19 00:00:00+07:00,44290.188237067596,44913.99313102984,43926.30204892296,44030.26953125,6411946
2021-07-20 00:00:00+07:00,44082.258643796165,45121.93359375,43614.40491631693,45121.93359375,7042273
2021-07-21 00:00:00+07:00,45121.93625111834,45693.757507269256,44758.04999720413,45017.96875,7921966
2021-07-22 00:00:00+07:00,44810.02820079872,46577.47920699837,44810.02820079872,46473.51171875,8161568
2021-07-23 00:00:00+07:00,46473.51471526413,48292.94587692371,46109.62477695464,47045.3359375,13403714
2021-07-26 00:00:00+07:00,46941.3689721266,48812.78390237491,46889.38522406414,48708.81640625,11453647
2021-07-27 00:00:00+07:00,49072.69946763869,49332.61819113397,48085.0083183566,48448.89453125,12379495
2021-07-28 00:00:00+07:00,48240.96374372407,48708.81748666364,47669.142502353476,47825.09375,6144393
2021-07-29 00:00:00+07:00,47825.09083656768,48812.782011493684,47669.13959842147,48552.86328125,7050532
2021-07-30 00:00:00+07:00,48604.84689546133,49280.635592261875,48240.960674107184,48864.765625,13816356
2021-08-02 00:00:00+07:00,48864.76784026957,50216.349001121656,48864.76784026957,49696.5078125,8373144
2021-08-03 00:00:00+07:00,49800.47265625,49904.440147240646,49228.65145580143,49800.47265625,6447717
2021-08-04 00:00:00+07:00,49852.45905729321,50008.41030208641,49332.62157464919,49696.5078125,5688131
2021-08-05 00:00:00+07:00,49488.57534369916,50424.286566163726,49332.62409095137,50216.3515625,5559282
2021-08-06 00:00:00+07:00,50320.31906433186,50528.254067995586,49800.47784919474,50216.3515625,7012022
2021-08-09 00:00:00+07:00,50424.2804954626,50788.166708064964,49852.45559825293,50684.19921875,6460858
2021-08-10 00:00:00+07:00,51100.07107670523,51152.054823296276,50736.184850567915,50840.15234375,5439925
2021-08-11 00:00:00+07:00,50788.16547530857,50840.14921870427,49956.421875,49956.421875,10577257
2021-08-12 00:00:00+07:00,49800.47575586659,49904.443253328245,48552.865786326685,48760.80078125,16287110
2021-08-13 00:00:00+07:00,48396.91424880963,49384.60546875,48344.93050039172,49384.60546875,7543294
2021-08-16 00:00:00+07:00,49384.60295182408,49488.570443361124,49072.70047721296,49176.66796875,3684043
2021-08-17 00:00:00+07:00,48916.75202744249,49176.67077109664,48604.84953505751,48760.80078125,5938894
2021-08-18 00:00:00+07:00,48760.79813318453,49332.61933816961,48760.79813318453,48864.765625,3677473
2021-08-19 00:00:00+07:00,49384.60624618131,49384.60624618131,48760.80125534617,49124.6875,5735401
2021-08-20 00:00:00+07:00,49124.68462275657,49228.652115139696,47357.23725224344,48240.9609375,9856910
2021-08-23 00:00:00+07:00,48085.014076358784,48085.014076358784,47305.2578125,47305.2578125,8452169
2021-08-24 00:00:00+07:00,47565.174380861725,47825.09312353457,46733.43440430864,47773.109375,9508444
2021-08-25 00:00:00+07:00,48033.02811767284,48033.02811767284,47305.255638188886,47773.109375,3622175
2021-08-26 00:00:00+07:00,47825.09390253786,48292.94764696965,47409.22390748738,47513.19140625,3645352
2021-08-27 00:00:00+07:00,47305.25625784492,47825.09375,47097.321260982884,47825.09375,4281200
2021-08-30 00:00:00+07:00,48344.92856443998,48344.92856443998,47877.07484741375,47929.05859375,3031163
2021-08-31 00:00:00+07:00,47981.04359605301,48448.89732532592,47825.09235296204,48033.02734375,4339054
2021-09-01 00:00:00+07:00,47877.076100659026,48344.92982993194,47877.076100659026,48033.02734375,2907484
2021-09-06 00:00:00+07:00,48033.023596462794,49332.6171875,47981.039852821305,49332.6171875,5794349
2021-09-07 00:00:00+07:00,49540.5550972354,49540.5550972354,48604.84765625,48604.84765625,4691471
2021-09-08 00:00:00+07:00,48604.845132338174,48968.73134049247,48240.95892418387,48396.91015625,2963515
2021-09-09 00:00:00+07:00,48396.91078655094,48812.780744143405,48240.95955245377,48448.89453125,2726075
2021-09-10 00:00:00+07:00,48552.86390952859,49072.701376742705,48552.86390952859,48604.84765625,2701253
2021-09-13 00:00:00+07:00,48656.832172763025,48864.76716293838,48292.94593995617,48344.9296875,3285088
2021-09-14 00:00:00+07:00,48500.88203759585,49228.65451982746,48344.93079140336,48760.80078125,5006657
2021-09-15 00:00:00+07:00,48760.798760271195,49072.70123972881,48500.880027389845,48916.75,3900312
2021-09-16 00:00:00+07:00,49072.70499832651,49384.6075016735,48968.737497210845,49228.65625,4432497
2021-09-17 00:00:00+07:00,49644.52079157493,50424.280670115346,49592.537046737394,49748.48828125,8338651
2021-09-20 00:00:00+07:00,49904.44310217404,50008.41059932079,48916.751879279866,49072.703125,5045166
2021-09-21 00:00:00+07:00,48552.86390952859,48864.76638985705,48085.010189035886,48604.84765625,5323669
2021-09-22 00:00:00+07:00,48448.89453125,48552.862020648114,48188.975807754716,48448.89453125,4658073
2021-09-23 00:00:00+07:00,48448.89390027204,48760.796364404305,48344.92641222796,48396.91015625,3831691
2021-09-24 00:00:00+07:00,48448.89529006619,48448.89529006619,48188.9765625,48188.9765625,2717497
2021-09-27 00:00:00+07:00,48292.94418397928,48604.84665790124,47877.07421875,47877.07421875,4001785
2021-09-28 00:00:00+07:00,47669.14096943011,48344.9296875,47565.17347434244,48344.9296875,4914857
2021-09-29 00:00:00+07:00,48344.927041851886,48552.862020648114,47981.04082895848,48448.89453125,3025383
2021-09-30 00:00:00+07:00,48604.84842521919,48812.783415394544,48344.9296875,48344.9296875,1855890
2021-10-01 00:00:00+07:00,48292.94921875,48396.91672089643,48085.014214457144,48292.94921875,7050872
2021-10-04 00:00:00+07:00,48344.92803645367,49488.570443361124,48033.02556184255,49176.66796875,5900567
2021-10-05 00:00:00+07:00,49384.60561644026,49904.44310217404,49072.703125,49072.703125,3388679
2021-10-06 00:00:00+07:00,49124.68687357337,49228.65437072013,48708.81688498636,49072.703125,4057813
2021-10-07 00:00:00+07:00,49332.62123745452,49384.60498536361,48916.75125418183,49020.71875,2914603
2021-10-08 00:00:00+07:00,49384.6028687122,51723.87513033621,49072.700394625994,51411.97265625,15813874
2021-10-11 00:00:00+07:00,51463.95828608157,51619.90952883422,51100.072052992065,51567.92578125,4633253
2021-10-12 00:00:00+07:00,51567.92452388342,51567.92452388342,51204.038299666456,51463.95703125,9009242
2021-10-13 00:00:00+07:00,51463.95953586352,52763.55325702902,51204.040791630425,51671.89453125,6862368
2021-10-14 00:00:00+07:00,51671.89075151444,51983.79322177887,51152.05330107371,51359.98828125,4539627
2021-10-15 00:00:00+07:00,51671.89138465517,52035.77760442241,51152.05392784483,51411.97265625,3107145
2021-10-18 00:00:00+07:00,51463.95703125,51983.794494417096,51256.02204598316,51463.95703125,4570106
2021-10-19 00:00:00+07:00,51463.958428411934,51723.87716705185,51256.0234375,51256.0234375,3708316
2021-10-20 00:00:00+07:00,51308.008742361875,51723.87873680687,50216.35000694375,50736.1875,4100702
2021-10-21 00:00:00+07:00,51152.05573911991,51204.039486641675,50268.33203125,50268.33203125,4408588
2021-10-22 00:00:00+07:00,50424.283847130064,50632.218839581285,49956.426408137195,50008.41015625,5113605
2021-10-25 00:00:00+07:00,50008.40585483935,50008.40585483935,49332.6171875,49332.6171875,6559089
2021-10-26 00:00:00+07:00,49384.602018095284,50372.296875,49020.71580459574,50372.296875,3718902
2021-10-27 00:00:00+07:00,50320.31350507932,51048.0859375,50164.3622695606,51048.0859375,12702346
2021-10-28 00:00:00+07:00,51048.084675275095,51152.05216305018,50528.247236399635,50944.1171875,3074111
2021-10-29 00:00:00+07:00,50944.11806764214,50944.11806764214,50372.296875,50372.296875,4944241
2021-11-01 00:00:00+07:00,50632.216290152624,50632.216290152624,49696.50516525935,49800.47265625,5988899
2021-11-02 00:00:00+07:00,49644.51941462577,50424.27927153863,49644.51941462577,49956.421875,3936631
2021-11-03 00:00:00+07:00,50008.40561839571,50268.32804135152,49488.568184438656,49956.421875,5074732
2021-11-04 00:00:00+07:00,49956.42515305679,50320.31508668186,49748.49016582963,49904.44140625,3724925
2021-11-05 00:00:00+07:00,50008.411303743545,50840.15499861125,49904.443805132294,50736.1875,4029525
2021-11-08 00:00:00+07:00,50736.18624604167,51204.03997822916,50580.23500197917,50632.21875,3266472
2021-11-09 00:00:00+07:00,50684.19990495147,50736.18365031275,49904.44001855489,50112.375,3881513
2021-11-10 00:00:00+07:00,50112.375071410446,50424.28125,49852.45634423367,50424.28125,3517964
2021-11-11 00:00:00+07:00,50424.28258029544,50944.12004836336,49800.473912636415,49904.44140625,4861018
2021-11-12 00:00:00+07:00,50008.40609154686,51048.084675275095,49852.454859884216,50944.1171875,4327556
2021-11-15 00:00:00+07:00,51204.043297943164,51204.043297943164,50580.23828125,50580.23828125,3640244
2021-11-16 00:00:00+07:00,50580.232854363756,51723.8752622635,50320.314125295634,51100.0703125,7492923
2021-11-17 00:00:00+07:00,51100.0703125,51152.054058313624,50944.11907505913,51100.0703125,4008903
2021-11-18 00:00:00+07:00,51100.066734120555,51308.001702814014,50164.359375,50164.359375,5186790
2021-11-19 00:00:00+07:00,50684.200811889816,50840.15205076422,49436.58719491706,49540.5546875,5885419
2021-11-22 00:00:00+07:00,49644.52421083957,49904.44295292914,49384.60546875,49384.60546875,3413024
2021-11-23 00:00:00+07:00,49384.6078418673,50216.3515625,49332.62409095137,50216.3515625,4769173
2021-11-24 00:00:00+07:00,50268.3317519548,51152.05545491467,50112.37680427844,50892.13671875,5304536
2021-11-25 00:00:00+07:00,51204.04064454065,52919.50435155123,51100.07314714607,51983.796875,11258731
2021-11-26 00:00:00+07:00,52035.77760442241,52399.66382418965,51359.988910568965,51411.97265625,3643163
2021-11-29 00:00:00+07:00,50684.20686003188,51411.97939495748,50684.20686003188,50996.109375,5233328
2021-11-30 00:00:00+07:00,50996.107032316315,51204.04203274284,50424.28578114337,50476.26953125,4714285
2021-12-01 00:00:00+07:00,50684.19972128966,51256.02091819162,50268.32975990641,51048.0859375,2290254
2021-12-02 00:00:00+07:00,50736.184986923014,51100.07121403829,50528.25,50528.25,2122339
2021-12-03 00:00:00+07:00,50840.1533384647,50840.1533384647,49644.5234375,49644.5234375,3667800
2021-12-06 00:00:00+07:00,49644.524992362625,50164.366190702945,48968.736252291215,49124.6875,5872644
2021-12-07 00:00:00+07:00,49384.60393818209,49904.44140625,49124.68520414813,49904.44140625,2647964
2021-12-08 00:00:00+07:00,50164.36525285725,50164.36525285725,49384.60532291359,49696.5078125,2099354
2021-12-09 00:00:00+07:00,49436.58638075084,50424.28125,49436.58638075084,50424.28125,2133299
2021-12-10 00:00:00+07:00,50112.375129221946,50424.281308171325,49592.5376742687,49800.47265625,2965522
2021-12-13 00:00:00+07:00,50164.36384626148,50164.36384626148,49696.50641902284,49904.44140625,1959742
2021-12-14 00:00:00+07:00,49904.439515762606,50112.374495112745,49592.537046737394,49748.48828125,3970395
2021-12-15 00:00:00+07:00,49748.48953894652,50060.39201585697,49696.50579279478,49852.45703125,5342832
2021-12-16 00:00:00+07:00,50684.20209564029,50684.20209564029,49644.5234375,49644.5234375,3217561
2021-12-17 00:00:00+07:00,49696.50503710978,50424.28117814509,49644.521291748504,50112.375,2531889
2021-12-20 00:00:00+07:00,50164.3625806947,50164.3625806947,49644.52141976402,49800.47265625,3343489
2021-12-21 00:00:00+07:00,49748.49296742131,49852.46046688983,49436.59046901574,49488.57421875,3123967
2021-12-22 00:00:00+07:00,49384.60546875,49592.54046242165,49176.67047507834,49384.60546875,4023321
2021-12-23 00:00:00+07:00,49384.60193583303,49384.60193583303,48344.927041851886,48448.89453125,6656791
2021-12-24 00:00:00+07:00,48604.84953505751,49124.687022365804,48240.963293941706,48760.80078125,2227106
2021-12-27 00:00:00+07:00,48968.736252291215,49384.60624618131,48500.88250916486,49124.6875,1940938
2021-12-28 00:00:00+07:00,49124.6875,49332.62249694505,48916.75250305495,49124.6875,2189327
2021-12-29 00:00:00+07:00,49280.6330436317,49280.6330436317,48656.828125,48656.828125,1664810
2021-12-30 00:00:00+07:00,48708.81186821931,49020.714327535155,48604.84438178069,48656.828125,2238787
2021-12-31 00:00:00+07:00,48760.799667850704,49072.70215311373,48344.9296875,48344.9296875,3158795
2022-01-04 00:00:00+07:00,48552.86390952859,48968.73388329988,48500.880162807174,48604.84765625,3922395
2022-01-05 00:00:00+07:00,48708.81186821931,48968.73058431585,48604.84438178069,48656.828125,3266472
2022-01-06 00:00:00+07:00,48656.83140297141,48864.76638985705,48604.84765625,48604.84765625,4206190
2022-01-07 00:00:00+07:00,48396.91204310379,48708.81451939621,48396.91204310379,48552.86328125,2478052
2022-01-10 00:00:00+07:00,48448.8987405861,48604.84998823262,47773.110000784494,47825.09375,5236796
2022-01-11 00:00:00+07:00,47825.08971447685,47929.057204135,46317.5611144337,46525.49609375,5012132
2022-01-12 00:00:00+07:00,46317.5656255398,47097.32187392039,46005.65942020982,46577.484375,4089388
2022-01-13 00:00:00+07:00,47253.26927090609,48188.97669267196,46681.44806871583,47877.07421875,3554831
2022-01-14 00:00:00+07:00,47669.13417930652,47877.06913986304,47253.264258193485,47461.19921875,1654588
2022-01-17 00:00:00+07:00,47045.330338081876,47461.200268392204,46265.57421875,46265.57421875,3600091
2022-01-18 00:00:00+07:00,45901.69406714641,46577.48655332599,45745.742810176795,45797.7265625,2376030
2022-01-19 00:00:00+07:00,45797.7200102282,46369.544909950484,45745.736265342304,45901.6875,1450730
2022-01-20 00:00:00+07:00,45953.67458063487,47305.25575175608,45901.6908319755,46161.61328125,2474037
2022-01-21 00:00:00+07:00,46265.58072603034,46681.45071483302,45849.70703125,45849.70703125,1692732
2022-01-24 00:00:00+07:00,45849.70844333891,46005.65969394294,44186.22843689597,44342.1796875,6992129
2022-01-25 00:00:00+07:00,44290.18793202859,45485.81397055493,43666.383042362664,44965.9765625,5187884
2022-01-26 00:00:00+07:00,45225.89996202614,45225.89996202614,44446.143768986934,44706.0625,2828826
2022-01-27 00:00:00+07:00,44706.06578126804,45069.95203139431,44394.16328115981,44654.08203125,1413498
2022-01-28 00:00:00+07:00,44706.06131875502,46525.49609375,44654.07757392594,46525.49609375,3623088
2022-02-07 00:00:00+07:00,46785.41481789537,46837.39856272444,46265.57736960463,46525.49609375,1768836
2022-02-08 00:00:00+07:00,46525.49908264519,47721.12529052342,46525.49908264519,47097.3203125,1542347
2022-02-09 00:00:00+07:00,47669.14217609722,47669.14217609722,47097.32093864028,47149.3046875,2450493
2022-02-10 00:00:00+07:00,47513.19125470695,47825.09375,46889.386264120854,47825.09375,2043871
2022-02-11 00:00:00+07:00,47721.123742965654,48033.02622186262,47513.188757034346,47617.15625,2015217
2022-02-14 00:00:00+07:00,47305.2578125,47617.16031804351,46993.35530695649,47305.2578125,1412769
2022-02-15 00:00:00+07:00,47305.254533928906,47669.140765176584,47045.33579732342,47357.23828125,1196136
2022-02-16 00:00:00+07:00,47669.13417930652,48085.00410041956,47461.19921875,47461.19921875,1487780
2022-02-17 00:00:00+07:00,47773.107221775936,48240.9609375,47305.25350605187,48240.9609375,1663349
2022-02-18 00:00:00+07:00,47981.04234008624,48085.00983275874,47669.13986206876,47929.05859375,1129340
2022-02-21 00:00:00+07:00,47929.05894887165,48864.76638985705,47825.091455428825,48604.84765625,2529517
2022-02-22 00:00:00+07:00,48344.93296982322,48500.884223042856,47825.09545909108,48292.94921875,2454143
2022-02-23 00:00:00+07:00,48136.99469732465,48812.783415394544,48136.99469732465,48344.9296875,1775406
2022-02-24 00:00:00+07:00,48344.931242155086,48604.84998823262,46785.418765689836,47825.09375,2459436
2022-02-25 00:00:00+07:00,48033.02671576735,48552.86418594091,47877.07547471529,47981.04296875,1934368
2022-02-28 00:00:00+07:00,47981.04918126861,48604.85422624628,47981.04918126861,48500.88671875,2849631
2022-03-01 00:00:00+07:00,48864.76575754242,48864.76575754242,48085.009566811364,48552.86328125,2011020
2022-03-02 00:00:00+07:00,48344.92641222796,48552.86138831613,48188.975180161826,48396.91015625,2460896
2022-03-03 00:00:00+07:00,48448.89578915253,48864.76575754242,48448.89578915253,48552.86328125,2612501
2022-03-04 00:00:00+07:00,48500.880162807174,48760.798896414235,48344.92892264294,48604.84765625,2452501
2022-03-07 00:00:00+07:00,48396.914540134196,48812.78452998083,47929.06080155673,48760.80078125,3504641
2022-03-08 00:00:00+07:00,48760.80311283475,49592.54313229915,48136.99809823644,49280.640625,5342832
2022-03-09 00:00:00+07:00,49176.669709026784,50164.36461955894,49176.669709026784,49644.5234375,6629857
