Date,Open,High,Low,Close,Volume
2021-02-02 00:00:00+07:00,28523.28452820769,29834.1796875,28478.080863475763,29834.1796875,7312453
2021-02-03 00:00:00+07:00,30512.22832243811,31913.530775506428,29879.382591274993,31642.3125,11150542
2021-02-04 00:00:00+07:00,31732.719543143783,33088.818320493905,31732.719543143783,32772.39453125,15335562
2021-02-05 00:00:00+07:00,32998.40863793713,33179.2195717533,32455.968424533712,32953.203125,5783051
2021-02-08 00:00:00+07:00,32953.2023010098,32953.2023010098,31461.494530933433,32229.951171875,13276214
2021-02-09 00:00:00+07:00,32275.154139915157,33721.66015625,31642.310305628187,33721.66015625,8907967
2021-02-17 00:00:00+07:00,34490.11624475858,35710.605791324946,34309.3053119938,35213.37109375,6735700
2021-02-18 00:00:00+07:00,35258.57314874223,35394.18227576515,34625.72561466532,35348.98046875,8774040
2021-02-19 00:00:00+07:00,34942.15033820015,35258.57411390029,34354.508301029906,34625.7265625,11116542
2021-02-22 00:00:00+07:00,34625.72938888779,35032.560520278814,34399.712917221186,34716.13671875,7911452
2021-02-23 00:00:00+07:00,34490.11777505198,34806.54155390155,33721.66108526803,34128.4921875,7155881
2021-02-24 00:00:00+07:00,34354.51125352917,34580.527726171094,33857.27649610807,34083.29296875,6931789
2021-02-25 00:00:00+07:00,34399.70855031862,34490.11586870399,33676.457415190416,34444.9140625,4255329
2021-02-26 00:00:00+07:00,33902.473858165155,34535.32138088537,33857.27205196116,34444.9140625,6332100
2021-03-01 00:00:00+07:00,34716.132690197635,35258.57290044684,34716.132690197635,35213.37109375,4361529
2021-03-02 00:00:00+07:00,35665.4039846281,35665.4039846281,34761.3382028719,35213.37109375,5007752
2021-03-03 00:00:00+07:00,35258.57005261481,35303.7718556607,34987.35182238519,35122.9609375,12411100
2021-03-04 00:00:00+07:00,35122.96713396322,35168.16894498371,33947.67928167499,34309.30859375,8681714
2021-03-05 00:00:00+07:00,34128.4939377125,34354.51040477049,33676.46100359651,34309.30859375,6312162
2021-03-08 00:00:00+07:00,34354.508886523334,34580.52534359286,34083.29062043095,34264.1015625,11089304
2021-03-09 00:00:00+07:00,33902.4765625,34218.900349100615,33676.46010149637,33902.4765625,8463228
2021-03-10 00:00:00+07:00,34309.31013556487,35032.561380261286,33902.47899418692,34490.12109375,5577368
2021-03-11 00:00:00+07:00,34580.52237124756,34851.74061402757,34399.70773874269,34670.9296875,4199292
2021-03-12 00:00:00+07:00,34806.54381389245,34851.7456255298,34490.12001449746,34580.52734375,4329418
2021-03-15 00:00:00+07:00,34625.72915538736,35032.560284034895,34399.71268524491,34580.52734375,3780789
2021-03-16 00:00:00+07:00,34806.536583229215,36840.6843919401,34625.72196228631,36614.66796875,10852932
2021-03-17 00:00:00+07:00,36840.68940169017,36840.68940169017,36162.6400399159,36524.265625,7486444
2021-03-18 00:00:00+07:00,36614.66796875,36614.66796875,36162.63512236981,36614.66796875,4570151
2021-03-19 00:00:00+07:00,36162.64170192046,36388.658166232744,35891.42342713682,36072.234375,6135861
2021-03-22 00:00:00+07:00,35936.6256054052,35981.82741633918,35394.18534430851,35575.0,6453411
2021-03-23 00:00:00+07:00,35484.59398121751,36162.64340610786,35394.18665003655,35620.203125,4896935
2021-03-24 00:00:00+07:00,35213.37013561159,35665.4030141901,34580.522623210745,34806.5390625,5852521
2021-03-25 00:00:00+07:00,35032.557660682694,35032.557660682694,34580.524754247504,34625.7265625,4943528
2021-03-26 00:00:00+07:00,34444.916452818434,34716.13472081846,33676.4597521815,34399.7109375,5609270
2021-03-29 00:00:00+07:00,34580.5269721707,35303.778186463824,34399.71231560853,35077.76171875,4270364
2021-03-30 00:00:00+07:00,35213.371468836434,35258.57327601475,34806.540380321676,34851.7421875,3594206
2021-03-31 00:00:00+07:00,34851.73900129325,35303.7718556607,34625.72257410953,35122.9609375,2980305
2021-04-01 00:00:00+07:00,35213.37274935953,36027.03125,35213.37274935953,36027.03125,6613131
2021-04-02 00:00:00+07:00,36343.45635576138,36388.658166232744,36072.234375,36072.234375,4179142
2021-04-05 00:00:00+07:00,36343.45349799614,36388.65530491318,35665.4041583758,35981.82421875,5787458
2021-04-06 00:00:00+07:00,35755.80903749506,36162.64013805472,35755.80903749506,35891.421875,3426930
2021-04-07 00:00:00+07:00,35801.013285104375,36027.02973164449,35755.80777220989,35981.82421875,4314307
2021-04-08 00:00:00+07:00,36253.0461781846,36433.85711183023,35936.622411832956,35981.82421875,4470038
2021-04-09 00:00:00+07:00,36117.43705030958,37518.73753642282,36117.43705030958,37111.91015625,10462121
2021-04-12 00:00:00+07:00,37247.519282974274,37247.519282974274,36840.688196824005,37111.91015625,4448420
2021-04-13 00:00:00+07:00,37066.70848697548,37157.1158161589,36388.65907706658,36479.06640625,7218427
2021-04-14 00:00:00+07:00,36162.63512236981,36614.66796875,35936.61869917971,36614.66796875,5311241
2021-04-15 00:00:00+07:00,36614.67749524117,36795.49216322885,36072.23719725616,36162.64453125,6464745
2021-04-16 00:00:00+07:00,36072.233058822065,36705.08061819666,35620.20014669096,36027.03125,5447662
2021-04-19 00:00:00+07:00,36162.63433887032,36840.68359375,35936.61792057709,36840.68359375,7452233
2021-04-20 00:00:00+07:00,36976.296757897646,38377.60092855167,36885.889439472005,37473.53515625,10636249
2021-04-22 00:00:00+07:00,37066.71045923235,37925.57457320679,36162.64453125,36162.64453125,5087927
2021-04-23 00:00:00+07:00,36162.6395751309,37518.73828125,36027.030445714496,37518.73828125,6729613
2021-04-26 00:00:00+07:00,37292.71723832029,37428.32635103894,36388.6515455599,36614.66796875,6540511
2021-04-27 00:00:00+07:00,36343.45726546379,36795.49020540305,36207.844418699744,36479.06640625,3803247
2021-04-28 00:00:00+07:00,36207.84184830983,36750.282078924756,36207.84184830983,36524.265625,3626000
2021-04-29 00:00:00+07:00,36524.267140003416,36976.30006660296,36524.267140003416,36569.47265625,4678030
2021-05-04 00:00:00+07:00,36162.63830402162,37744.75340554954,36162.63830402162,37473.53515625,7189881
2021-05-05 00:00:00+07:00,38196.78629170038,38196.78629170038,37383.12783782435,37473.53515625,4926318
2021-05-06 00:00:00+07:00,37518.73803477554,37744.7544843106,37157.11245671494,37383.12890625,4132551
2021-05-07 00:00:00+07:00,37383.12915183359,37970.7711832897,37202.3145086267,37518.73828125,5773606
2021-05-10 00:00:00+07:00,37563.94003276452,38874.83309379856,37518.73452350166,38784.42578125,9615264
2021-05-11 00:00:00+07:00,38874.83257060013,39146.054504595544,38513.20703125,38513.20703125,4793674
2021-05-12 00:00:00+07:00,38422.80255151114,38603.6171875,38106.37879151932,38603.6171875,3913224
2021-05-13 00:00:00+07:00,38422.80636637553,38603.62102031684,37970.7734375,37970.7734375,5853991
2021-05-14 00:00:00+07:00,38106.38585982907,38965.24998111982,38015.98223104315,38332.40234375,4005990
2021-05-17 00:00:00+07:00,38784.4283688014,39146.05764312217,38513.21011903822,38739.2265625,9422383
2021-05-18 00:00:00+07:00,39055.65282661143,39507.68574249413,38965.24550223937,39326.87109375,4788008
2021-05-19 00:00:00+07:00,39552.88988722196,41180.210704076766,39236.46608622426,41044.6015625,6137119
2021-05-20 00:00:00+07:00,41044.60053178421,43169.15234375,40863.785876903916,43169.15234375,8658903
2021-05-21 00:00:00+07:00,42626.71568379271,43666.39068179362,42039.06990989947,42400.69921875,14497301
2021-05-24 00:00:00+07:00,42400.69094233685,42445.89274413111,41632.23436999515,42265.078125,7723860
2021-05-25 00:00:00+07:00,42265.08637494218,43033.543097282934,41948.66628866458,42400.69921875,4685165
2021-05-26 00:00:00+07:00,42581.51153732001,43169.15362414375,42355.49506500489,43078.75,4402876
2021-05-27 00:00:00+07:00,43078.74861387813,43123.950424495575,42265.08637494218,42400.69921875,6243789
2021-05-28 00:00:00+07:00,42491.101174077514,42943.134086440514,42355.49204156413,42852.73046875,3933793
2021-05-31 00:00:00+07:00,43169.15077216902,44299.23676506324,42807.52518155124,44254.03125,9280515
2021-06-01 00:00:00+07:00,45693.75671602206,46005.6592139761,45225.902969090996,45277.88671875,6378547
2021-06-02 00:00:00+07:00,45277.884484756374,45485.81947313297,44186.22579577926,44446.14453125,9563268
2021-06-03 00:00:00+07:00,44186.22391648358,44394.15889601643,43822.337702301076,44290.19140625,8205003
2021-06-04 00:00:00+07:00,44186.220754740556,44238.20449590408,43562.41586077832,44030.26953125,10851015
2021-06-07 00:00:00+07:00,43978.292802086646,44030.276551538576,42106.87411583949,42990.6015625,7792597
2021-06-08 00:00:00+07:00,42626.714943951294,43146.552433929304,41898.9387520044,42002.90625,8917192
2021-06-09 00:00:00+07:00,41898.93294677465,42678.69277968116,41067.193078050026,42470.7578125,6574010
2021-06-10 00:00:00+07:00,42470.75907581685,42886.62902254945,42106.869166448545,42574.7265625,4705991
2021-06-11 00:00:00+07:00,42366.79764090882,43614.40765931823,42262.83013937471,43406.47265625,4452390
2021-06-14 00:00:00+07:00,43406.46673771301,43978.28791818198,43146.54801931803,43562.41796875,8488261
2021-06-15 00:00:00+07:00,43562.418087927275,43926.30429467577,43250.515625,43250.515625,3246214
2021-06-16 00:00:00+07:00,43250.52281496299,43978.295349444816,42990.60405264805,43198.5390625,5063417
2021-06-17 00:00:00+07:00,42678.69456142252,43198.53200107748,42678.69456142252,42938.61328125,4282296
